artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Razorlight,Razorlight,Before I Fall To Pieces,0Mz07VC8F7BD8lQoyDW0Ng,0.501,0.831,2,-4.699,1,0.0597,1.01E-06,0.112,0.576,114.365,202133,4
Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9,-3.442,1,0.0456,0,0.167,0.875,91.455,269000,4
Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,0.559,0.345,4,-13.496,1,0.0459,0.000105,0.141,0.458,84.581,264307,4
Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.00165,0.127,0.328,96.483,329733,4
Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,0.427,0.9,11,-3.674,1,0.0499,1.75E-05,0.119,0.599,104.655,334667,4
Red Hot Chili Peppers,Stadium Arcadium,Dani California,10Nmj3JCNoMeBQ87uw5j8k,0.556,0.913,0,-2.36,1,0.0437,8.59E-06,0.346,0.73,96.184,282160,4
Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0,-4.938,1,0.107,0.00355,0.102,0.198,122.444,216933,4
Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.00274,0.108,0.547,88.969,215907,4
Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Give It Away,0uppYCG86ajpV2hSR3dJJ0,0.666,0.936,7,-9.919,1,0.0476,0.086,0.153,0.776,91.577,282907,4
Red Hot Chili Peppers,By the Way (Deluxe Edition),The Zephyr Song,1ndGB6rvxKYN9seCYO1dTF,0.725,0.803,2,-4.083,1,0.0337,3.66E-05,0.0891,0.403,117.391,231933,4
REO Speedwagon,Wheels Are Turnin',Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,1.82E-05,0.0877,0.19,156.344,294773,4
Rod Stewart,Every Picture Tells A Story,Maggie May,6c20LH3R4foocWLmYyojWq,0.611,0.583,2,-10.428,1,0.0408,0.0853,0.0688,0.53,129.432,350267,4
Rod Stewart,Blondes Have More Fun,Da Ya Think I'm Sexy?,4z7maGZkAonDlXlwo8q69f,0.715,0.689,2,-8.065,0,0.029,0.000192,0.111,0.852,111.504,331333,4
Rod Stewart,Some Guys Have All the Luck,Young Turks - 2008 Remaster,28OaEH5Baa8RRloKvFGBWu,0.641,0.821,5,-8.783,0,0.0325,0.487,0.138,0.705,161.143,302413,4
Royal Blood,Royal Blood,Little Monster,5fpj84RsT9cOTfWUCxBTXu,0.454,0.882,5,-4.251,1,0.06,0.00156,0.138,0.497,95.999,212310,4
Royal Blood,How Did We Get So Dark?,I Only Lie When I Love You,1LbwMX3159t6QxG3u7DRWe,0.65,0.886,11,-4.821,1,0.0483,0.000129,0.334,0.88,124.013,169720,4
Scorpions,Crazy World,Wind Of Change,3ovjw5HZZv43SxTwApooCM,0.452,0.524,0,-10.108,1,0.0351,0,0.103,0.246,151.505,312360,4
Scorpions,Love At First Sting,Rock You Like a Hurricane - 2015 - Remaster,5qrNtSNkPsWfjqaYNugzYT,0.402,0.873,4,-3.209,0,0.0586,7.30E-05,0.157,0.684,125.443,253667,4
Semisonic,Feeling Strangely Fine (20th Anniversary Edition),Secret Smile,1OhctVvuAU8kVCtzDWsCTj,0.551,0.516,10,-9.587,0,0.027,0.00015,0.0853,0.547,99.045,279813,4
Sheryl Crow,Tuesday Night Music Club,All I Wanna Do,3ZpQiJ78LKINrW9SQTgbXd,0.82,0.528,9,-11.179,1,0.0321,0.0186,0.257,0.931,120.091,272107,4
Simon & Garfunkel,Bookends,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,2.53E-05,0.0747,0.813,92.033,244027,4
Simon & Garfunkel,The Graduate,The Sound of Silence,2LkaNhCrNVmcYgXJeLVmsw,0.435,0.456,6,-10.305,1,0.0279,1.62E-06,0.124,0.529,107.529,185440,4
Simple Minds,Alive And Kicking,Alive And Kicking,3yD272quA0vqP500G8qEX5,0.602,0.694,0,-11.337,1,0.0313,0.000207,0.164,0.619,103.105,287133,4
The Smiths,The Smiths,This Charming Man - 2011 Remaster,1FvDJ9KGxcqwv1utyPL3JZ,0.611,0.846,11,-5.9,1,0.0436,0,0.0784,0.751,103.912,162920,4
The Smiths,The Queen Is Dead,There Is a Light That Never Goes Out - 2011 Remaster,0WQiDwKJclirSYG9v5tayI,0.523,0.769,4,-5.855,1,0.0269,0,0.136,0.876,136.162,244587,4
The Smiths,The Queen Is Dead,Bigmouth Strikes Again - 2011 Remaster,2OErSh4oVVAUll0vHxdr6p,0.401,0.901,1,-5.011,0,0.041,0,0.538,0.839,134.799,193320,4
The Smiths,Hatful of Hollow,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",6BrMEbPSSj55nQhkgf6DnE,0.241,0.468,2,-9.579,1,0.0272,0,0.161,0.451,91.581,112707,3
The Smiths,Louder Than Bombs,Heaven Knows I'm Miserable Now - 2011 Remaster,1H5N26VqHR4JhuaRKY2I0u,0.609,0.759,6,-4.862,1,0.0276,0,0.183,0.774,114.045,215760,4
The Smiths,The Queen Is Dead (Deluxe Edition),The Boy with the Thorn in His Side - 2017 Master,1SuVJpFhGQOSBAB6VUpHYH,0.502,0.901,7,-4.467,1,0.0459,4.89E-05,0.28,0.821,119.022,195880,4
The Smiths,Hatful of Hollow,"William, It Was Really Nothing - 2011 Remaster",6SwqPZs0XuSnyqkbnkkAjQ,0.517,0.939,2,-4.929,1,0.0441,0.000574,0.334,0.487,130.661,131600,4
Snow Patrol,Eyes Open (International Package with bonus live tracks),Chasing Cars,0x6Y6ikSyS17NxfhWsgENm,0.56,0.595,9,-4.53,1,0.0274,6.47E-05,0.132,0.144,104.011,267960,4
Snow Patrol,Final Straw,Run,6kesIBNAY17BoAz28pnWMC,0.371,0.64,9,-6.02,0,0.0301,4.43E-05,0.168,0.197,74.537,354547,4
Snow Patrol,Wildness (Deluxe),Don't Give In,70F5cNOc2mvAtV03yRKwId,0.646,0.745,6,-5.542,1,0.0328,3.58E-06,0.107,0.588,99.005,239080,4
Snow Patrol,Fallen Empires,Called Out In The Dark,4UrmmXStaqiT5sSC7QO6HK,0.732,0.719,0,-4.7,1,0.0315,1.51E-05,0.0788,0.961,119.994,240865,4
Snow Patrol,Up To Now,Just Say Yes,4k7P2LIQco8YCVbIZl1vZB,0.54,0.887,9,-5.518,1,0.0324,3.19E-05,0.0275,0.255,108.02,281347,4
The Stone Roses,The Stone Roses,I Wanna Be Adored - Remastered,758wEKVqfYopJIHYWdLVd4,0.494,0.862,4,-9.158,0,0.0273,0.213,0.228,0.59,112.596,292800,4
The Stone Roses,The Stone Roses,She Bangs the Drums - Remastered,3clIHVzJ9J2rvvrFUKLICo,0.339,0.976,9,-4.782,1,0.0909,0.00672,0.123,0.672,144.723,232333,4
The Stone Roses,The Stone Roses,Fools Gold - Remastered,2mv6GY70UsHiTCGQZ4JfgC,0.731,0.875,7,-6.393,1,0.0457,0.858,0.289,0.164,112.78,594453,4
The Stone Roses,The Stone Roses,I Am the Resurrection - Remastered,5ikdUUm6JbnEVnp35c7dvy,0.357,0.866,4,-6.324,1,0.0411,0.114,0.0815,0.721,129.071,492947,4
The Stone Roses,Sally Cinnamon,Sally Cinnamon - Single Mix,6sDSDCrz36fF78hfwvAEmq,0.32,0.594,7,-12.639,1,0.0359,0,0.279,0.263,130.476,175000,4
Stornoway,Beachcomber's Windowsill,Zorbing,6SVSBX8f1HC2zQhvoEPjvg,0.532,0.504,9,-7.533,1,0.0306,1.89E-05,0.21,0.479,154.885,209360,4
The Stranglers,The Collection 1977-1982,Golden Brown,4pC4usqAN2930VJNKoA79Q,0.562,0.383,6,-15.474,1,0.0304,0.124,0.138,0.599,93.764,206760,3
The Strokes,Is This It,Last Nite,78chqvzuLt8SewW28b3WJP,0.618,0.904,0,-5.691,1,0.0298,0.000305,0.086,0.768,103.968,197533,4
The Strokes,Room On Fire,Reptilia,6AzQZJLLmEUFurwExaWNjd,0.49,0.645,9,-5.108,1,0.0335,0.747,0.0916,0.792,158.027,221600,4
Supertramp,Breakfast In America (Deluxe Edition),Breakfast In America - 2010 Remastered,4a5pNRjwmzYQuEY1E7O6pj,0.532,0.663,0,-5.886,0,0.0292,1.07E-06,0.0734,0.756,75.14,159347,4
Supertramp,Breakfast In America (Deluxe Edition),The Logical Song - Remastered 2010,6mHOcVtsHLMuesJkswc0GZ,0.625,0.758,5,-6.213,0,0.0463,0.00022,0.153,0.695,119.719,251253,4
Talking Heads,Burning Down the House / I Get Wild / Wild Gravity,Burning Down the House,2VNfJpwdEQBLyXajaa6LWT,0.779,0.87,5,-13.141,0,0.0574,0.0107,0.0399,0.555,102.689,241920,4
Talking Heads,More Songs About Buildings and Food (Deluxe Version),Take Me to the River - 2005 Remaster,1oV1tu8utgHQjLJsEK9sVl,0.66,0.485,2,-8.101,1,0.0258,0.0102,0.0585,0.829,99.828,302520,4
Talking Heads,The Best of Talking Heads,(Nothing But) Flowers - 2003 Remaster,3NNatBZ65onPjc4eeWhwNm,0.605,0.846,4,-5.344,0,0.0425,0.00019,0.125,0.914,120.744,332067,4
Talking Heads,The Best of Talking Heads,Wild Wild Life - 2003 Remaster,7rFeZg0gEp7qtyuLnjIYQU,0.647,0.889,9,-4.869,1,0.0302,0,0.375,0.952,137.41,219773,4
Talking Heads,The Best of Talking Heads,Once in a Lifetime - 2003 Remaster,2WM63pILSg6VzgCnu0OU6K,0.645,0.916,2,-6.277,1,0.0576,0.128,0.601,0.873,117.466,260133,4
Talking Heads,Popular Favorites 1976 - 1992 / Sand in the Vaseline,Psycho Killer,449DFUJKZlzSO684XlVjEn,0.719,0.347,2,-14.707,1,0.065,0.00126,0.12,0.961,123.396,260600,4
Talking Heads,The Best of Talking Heads,Road to Nowhere - 2003 Remaster,4OHIIZHytQRtATug0Abpaa,0.651,0.81,2,-4.888,1,0.0326,1.46E-05,0.125,0.605,110.357,259027,4
Tears For Fears,The Hurting,Mad World,0Qv7xi6uPSqH2k82tOkGSt,0.647,0.896,4,-5.949,1,0.0509,0.0505,0.0614,0.953,118.729,215400,4
Tears For Fears,Songs From The Big Chair,Shout,2gQaQUhDCNGfBVXTvxAmXQ,0.511,0.942,0,-10.407,1,0.0429,1.87E-05,0.139,0.498,97.909,393667,4
The Ting Tings,We Started Nothing,That's Not My Name,1gt1fWqUZOUgT2kTArAw4E,0.755,0.901,9,-3.152,1,0.0893,0.0373,0.363,0.959,145.042,310573,4
The Ting Tings,We Started Nothing,Shut Up and Let Me Go,1C6eViOmSvwrXz9JTHYaOV,0.852,0.927,7,-4.497,1,0.0581,0.00268,0.054,0.887,107.993,171227,4
Tom Petty,Full Moon Fever,Free Fallin',7woZGXjtaYwuvSoU1zToB3,0.617,0.435,5,-13.547,1,0.0256,0,0.0822,0.601,84.382,256667,4
Tom Petty,Full Moon Fever,I Won't Back Down,0Ir0Esfpcg0EB6Kq8VbbAh,0.766,0.47,7,-13.501,1,0.0322,3.81E-06,0.242,0.963,114.011,175733,4
Tom Petty and the Heartbreakers,Tom Petty & The Heartbreakers,American Girl,7MRyJPksH3G2cXHN8UKYzP,0.55,0.824,2,-5.988,1,0.0334,0.000127,0.366,0.777,114.512,214733,4
Tom Petty and the Heartbreakers,Into The Great Wide Open,Learning To Fly,17S4XrLvF5jlGvGCJHgF51,0.651,0.766,0,-9.935,1,0.0299,0.00103,0.362,0.949,116.74,242107,4
Tom Petty,Full Moon Fever,Runnin' Down A Dream,6rdEEYHsLavlklAypD5cre,0.453,0.871,9,-12.004,1,0.0345,0.298,0.43,0.748,170.011,262373,4
Tom Petty and the Heartbreakers,Damn The Torpedoes (Deluxe Edition),Don't Do Me Like That,5AzpZ5ADn1AFPxcEBd2Ugf,0.758,0.805,0,-4.243,1,0.0279,1.53E-05,0.0982,0.961,116.543,161787,4
Tommy Tutone,867-5309 / Jenny (Re-Recorded Version),867-5309 / Jenny (Re-Recorded Version),08cX6cPeOywTzqTaLF6lXn,0.588,0.699,7,-10.193,1,0.0589,0.00404,0.0692,0.6,137.633,228000,4
TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,8.01E-05,0.0481,0.732,92.718,295893,4
TOTO,Toto,Hold the Line,4aVuWgvD0X63hcOCnZtNFA,0.473,0.898,6,-4.797,0,0.0561,0.0618,0.173,0.808,96.556,235547,4
Tracy Chapman,Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0,0.131,0.194,103.951,296800,4
Tracy Chapman,Tracy Chapman,Baby Can I Hold You,2DjWsDGgL1xNbhnr7f6t5F,0.692,0.422,2,-10.533,1,0.0333,0,0.0848,0.468,74.375,193120,4
Tracy Chapman,Tracy Chapman,Talkin' Bout a Revolution,0YMFcrMtBowDdD5bPz0cgy,0.561,0.732,7,-6.178,1,0.0281,0.000228,0.0755,0.671,118.975,161600,4
Travis,The Man Who,Writing to Reach You,2sEVSoY0BEBdzS3DY1opmV,0.222,0.652,9,-8.385,1,0.0311,0.00191,0.164,0.513,163.817,221760,4
Travis,The Man Who,Driftwood,0E7W5aJ7X477k9mNzfjpuZ,0.385,0.498,9,-8.127,1,0.0286,0.000182,0.102,0.747,86.101,213667,4
Travis,The Man Who,Turn,1fsJg7OdeiJouJVTsZWDsX,0.449,0.497,4,-8.176,1,0.0288,0.000432,0.117,0.194,73.868,264227,4
Travis,The Man Who,Why Does It Always Rain on Me?,2ESrrtLRj1omqqsnGiyafo,0.497,0.537,4,-9.264,1,0.0269,0.000139,0.0782,0.371,108.448,265000,4
U2,The Joshua Tree (Super Deluxe),I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,0.564,0.774,1,-9.424,1,0.0368,0.00191,0.0861,0.657,100.894,277477,4
U2,All That You Can't Leave Behind,Beautiful Day,0gzqZ9d1jIKo9psEIthwXe,0.536,0.928,11,-6.492,0,0.0589,0.00134,0.2,0.389,136.258,248400,4
U2,The Unforgettable Fire (Deluxe Edition Remastered),Pride (In The Name Of Love) - Remastered 2009,65E62rOSbm7SZbAMYjNTJq,0.458,0.843,4,-7.201,1,0.0316,0.000296,0.778,0.713,105.701,228427,4
U2,War (Remastered),Sunday Bloody Sunday - Remastered 2008,6C4LXC9UFH1IKiHYOp0BiJ,0.543,0.944,6,-7.495,1,0.0543,0.000564,0.0373,0.735,101.174,279440,4
The Used,In Love and Death,Take It Away,2PzjnmkdMr6eOkFwQgqmyC,0.275,0.893,4,-5.415,0,0.387,0,0.236,0.236,176.109,217947,4
Vampire Weekend,Vampire Weekend,A-Punk,5dKBaysNJtfpyNTRa5lqDb,0.551,0.821,2,-4.489,1,0.0539,0.0438,0.153,0.842,174.923,137760,4
Vance Joy,Dream Your Life Away,Riptide,7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,1,-6.694,1,0.0379,0,0.151,0.51,101.654,204280,4
Vanessa Carlton,Best Of,A Thousand Miles,6Qm9MaditCcx5V62rVHYqu,0.488,0.833,11,-3.876,1,0.0387,0,0.192,0.257,94.841,237440,4
The Verve,Urban Hymns (Deluxe / Remastered 2016),Lucky Man,2mxPSHEwjJWOQS7lGw6btF,0.407,0.663,2,-7.591,1,0.0305,0.000166,0.0913,0.211,75.989,293587,4
The Verve,Urban Hymns (Deluxe / Remastered 2016),The Drugs Don't Work,15kLz0zNFdtsaJdXKSGmTU,0.442,0.52,0,-8.648,1,0.0261,0,0.154,0.177,77.437,304880,4
The Verve,Urban Hymns (Remastered 2016),Sonnet,6OgWHP8rRXiq7VMaryVaVo,0.433,0.725,0,-7.296,1,0.0244,4.34E-05,0.225,0.376,89.059,261360,4
The Verve,Forth,Love Is Noise,0P6YJv6QXReDChZBbpvFmF,0.419,0.863,7,-4.155,1,0.0412,0,0.388,0.314,123.009,327748,4
The Verve,Urban Hymns (Deluxe / Remastered 2016),The Rolling People,3dPSPaolTvtOvSCKo1ProN,0.195,0.937,7,-6.814,1,0.0927,0.000875,0.356,0.436,164.739,421893,4
Richard Ashcroft,Natural Rebel,Surprised by the Joy,2QmoAK6YIP4kfOp776r3H2,0.618,0.833,9,-6.418,0,0.0254,0.00421,0.158,0.677,130.412,337840,4
Richard Ashcroft,Keys To The World,Music Is Power,36E5ydu47DI0oXGqtWke20,0.587,0.743,7,-6.423,1,0.0365,0,0.103,0.865,153.15,238040,4
Wang Chung,Best Of,Dance Hall Days (Re-Recorded),41OIyMJsSFMjdjZjL4tHEx,0.641,0.784,0,-6.38,1,0.0366,0.00934,0.381,0.488,102.676,238148,4
The Who,Tommy (Remastered 2013 Super Deluxe Edition),Pinball Wizard,60C8zGPTdAAmDshHnMuyfc,0.537,0.716,2,-8.766,1,0.038,0,0.245,0.452,122.873,180943,4
Wolfmother,Wolfmother,Joker And The Thief,7ISL3LO8AWP3fKIXunvqTa,0.264,0.78,0,-2.741,1,0.0517,0.0222,0.376,0.456,155.376,280467,4
Wolfmother,Wolfmother,Woman,3CkjLJYnnyOtGk4Jx4iYS4,0.219,0.952,2,-3.621,1,0.176,0.0989,0.157,0.172,112.886,176307,1
Yes,90125 (Deluxe Version),Owner of a Lonely Heart,0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7,-5.981,1,0.0364,0.00367,0.26,0.89,125.061,268507,4
Urban Cookie Collective,The Very Best Of,"The Key, The Secret",0Lg4ckCFjFUeyHOeSozcWS,0.702,0.796,10,-6.99,1,0.0315,0.00253,0.109,0.607,129.878,222667,4
Enrique Iglesias,Escape,Hero,3Y8WRvVlQHMvtBwaV4TGlJ,0.555,0.638,7,-5.555,1,0.0418,2.31E-05,0.107,0.149,151.933,264240,4
INXS,Kick 25 (Deluxe Edition),New Sensation,5oOILfJXDNwuzFEj0zvI0R,0.682,0.954,9,-4.952,1,0.0627,3.90E-05,0.0508,0.927,115.472,220160,4
Tears For Fears,Songs From The Big Chair (Remastered With Bonus Tracks),Everybody Wants To Rule The World,5kg57mIZxVEy2vBhk1aPMb,0.632,0.929,7,-5.868,1,0.0703,0.00333,0.123,0.5,111.968,251600,4
Various Artists,Massive Hits!: 80s Pop,A Little Respect,6yZDjFLqyvDQpDDr6YySNL,0.595,0.858,0,-6.009,1,0.0286,3.30E-06,0.346,0.724,113.815,207693,4
Various Artists,Back 2 House,Dreamer,6LhmzKfu4kQcZqWPWDKvF9,0.644,0.901,11,-5.392,1,0.0459,0,0.127,0.814,131,213813,4
They Might Be Giants,Flood,Birdhouse in Your Soul,6pmuu4qSz2WrtGkBjUfyuz,0.61,0.819,8,-8.323,1,0.0666,7.92E-06,0.285,0.454,100.057,198920,4
John Farnham,Collections,You're the Voice,5NwkWwfRJaT55hEPtCmJHx,0.369,0.762,10,-8.993,1,0.0464,2.80E-05,0.579,0.644,84.957,302107,4
Immortal Technique,"Revolutionary, Vol. 1",Dance with the Devil,7MDUVH4ITohsIjdynRwCJp,0.666,0.871,1,-5.781,0,0.416,0,0.477,0.237,89.207,579293,4
Courteeners,St. Jude,Not Nineteen Forever,4sJe93wnQ3CJ45SiRnRksM,0.406,0.916,2,-2.945,1,0.041,0,0.0864,0.275,139.787,241453,4
Just Jack,Starz In Their Eyes (Esingle),Starz In Their Eyes - Radio Edit,52t33nLHGNyVaCceOLFGfV,0.686,0.803,3,-6.893,1,0.0426,0.00181,0.471,0.716,124.11,192947,4
Pulp,Different Class,Common People,2fXKyAyPrEa24c6PJyqznF,0.314,0.797,0,-9.026,1,0.038,5.59E-05,0.0718,0.569,145.393,351627,4
Pulp,Different Class,Disco 2000,2aC8wwfrM0YeTAzzk8hxqC,0.565,0.902,7,-7.579,0,0.0725,0,0.0561,0.544,133.11,273573,4
Basshunter,Now You're Gone - The Album,All I Ever Wanted - Radio Edit,2PTvik6EqPAIYOclAB3SU8,0.645,0.984,4,-7.051,1,0.0508,0.00701,0.164,0.553,144.954,176453,4
Basshunter,LOL (International version),DotA - Radio Edit,4fdupd1cxNJtzqlBsd4sew,0.46,0.962,0,-6.447,1,0.112,0.00199,0.186,0.532,140.047,200560,4
Basshunter,Now You're Gone (Deluxe Edition),Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Radio Edit,3FaR0iFUkknkCZ0br4USOY,0.441,0.961,10,-5.337,0,0.257,0.000867,0.128,0.596,149.973,341707,4
Hot Chip,The Warning,Over And Over,3RCj5fG55qjtmnEML1gpnA,0.774,0.794,5,-4.446,0,0.0358,0.00317,0.08,0.724,120.002,347880,4
Hot Chip,Made In The Dark,Ready For The Floor,6q6PeTloTbL2vb1Gt9sQQc,0.764,0.759,1,-5.443,0,0.0413,0,0.0746,0.937,128.999,234240,4
The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0,0.101,0.361,122.035,262533,4
Skid Row,Skid Row,18 and Life,0qgrrDnUUhyxpxbBznUnzg,0.466,0.648,1,-11.101,0,0.028,1.49E-05,0.112,0.305,90.435,229960,4
Aerosmith,Aerosmith,Dream On,5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,9.08E-05,0.332,0.224,160.9,266960,4
Whitesnake,1987 (2007 Remaster),Is This Love - 2007 Remastered Version,5JSMty4xsozv560lo6UxhM,0.288,0.866,0,-4.618,1,0.0488,0,0.808,0.512,180.635,275760,4
Alice Cooper,Trash,Poison,5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0,0.109,8.85E-06,0.18,0.26,118.698,270080,4
Disturbed,The Sickness (10th Anniversary Edition),Down with the Sickness,4ImIJRZNJhNQLLdUFSYJoS,0.649,0.896,10,-2.704,0,0.056,1.19E-05,0.102,0.924,90.009,278707,4
Limp Bizkit,Significant Other,Break Stuff,4WJNMSihHL8e4hs9SkBq9C,0.432,0.884,8,-6.659,1,0.13,0.000527,0.166,0.624,108.948,166707,4
Black Sabbath,Paranoid (2009 Remastered Version),Paranoid,1jzDzZWeSDBg5fhNc3tczV,0.429,0.631,4,-11.514,0,0.0769,0.00411,0.175,0.376,162.734,168440,4
Iron Maiden,Piece of Mind,The Trooper,1W1Fchq0voTFhKGWmn57uW,0.285,0.866,4,-6.762,0,0.0674,0.0575,0.541,0.62,162.307,250947,4
Dio,Holy Diver,Holy Diver,54yLLvpezvPO1lA3GspiZj,0.473,0.783,10,-10.671,0,0.0869,0.475,0.268,0.124,91.976,340640,4
Iron Maiden,Powerslave (1998 Remastered Edition),2 Minutes to Midnight - 1998 Remaster,6aYXSH9JZrD30Av2KlAOMY,0.459,0.953,4,-6.518,0,0.066,0.000305,0.141,0.517,95.074,359760,4
Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),Crazy Train,2b9lp5A6CqSzwOrBfAFhof,0.453,0.905,9,-4.001,1,0.115,0.000569,0.26,0.474,137.571,296200,4
Deep Purple,Machine Head (Remastered),Smoke On The Water - Remastered 2012,5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,0,-9.211,1,0.0279,0.225,0.112,0.805,114.169,340742,4
Judas Priest,Screaming For Vengeance (Expanded Edition),You've Got Another Thing Coming,4f3RDq9nYPBeR1yMSgnmBm,0.519,0.833,6,-6.947,0,0.0496,4.33E-06,0.104,0.532,138.225,310080,4
KISS,Dressed To Kill (Remastered Version),Rock And Roll All Nite,0fCWbJq1hagsRgShtn6gIU,0.654,0.929,1,-5.906,1,0.0998,0,0.0539,0.902,144.774,168840,4
Quiet Riot,Metal Health,Cum on Feel the Noize,3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00105,0.0823,0.37,145.085,290960,4
Twisted Sister,Stay Hungry,We're Not Gonna Take It,1hlveB9M6ijHZRbzZ2teyh,0.502,0.924,4,-6.299,1,0.0503,0,0.162,0.922,149.186,219667,4
Ozzy Osbourne,Bark At the Moon,Bark at the Moon,2J420Sc7XqgKoEXPKl751p,0.333,0.934,9,-4.187,0,0.106,0.00239,0.122,0.472,146.369,255293,4
Twisted Sister,Stay Hungry,I Wanna Rock,70Z9t1qhytWtG4cCmmi7mU,0.504,0.911,2,-2.97,1,0.0738,0.0123,0.355,0.671,106.244,179760,4
AC/DC,The Razors Edge,Thunderstruck,57bgtoPSgt236HzfBOd8kj,0.502,0.89,4,-5.175,1,0.0364,0.0117,0.217,0.259,133.52,292880,4
Motörhead,Overkill (Deluxe Edition),Overkill,1Krtfh550kyhfWPcRp6SnD,0.27,0.886,11,-6.899,1,0.117,0.0243,0.0899,0.192,119.285,313520,4
Various Artists,Wigan Casino 40th Anniversary Album,Tainted Love - Single Version,6hcxBqZ48jTt07SOD1Hsqj,0.517,0.738,8,-4.479,1,0.0884,0,0.69,0.861,160.656,131333,4
AC/DC,Back In Black,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.00965,0.0828,0.763,188.386,255493,4
KISS,Dynasty (Remastered Version),I Was Made For Lovin' You,2ZSCy3P1QzpJySCWA6NRIU,0.768,0.852,4,-6.215,1,0.038,7.45E-05,0.0723,0.867,128.374,271240,4
Led Zeppelin,Led Zeppelin III (Remaster),Immigrant Song - Remaster,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.169,0.349,0.619,112.937,146250,4
Eurythmics,Sweet Dreams (Are Made Of This),Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0,0.0317,0,0.12,0.875,125.135,216933,4
Guns N' Roses,Appetite For Destruction,Welcome To The Jungle,0bVtevEgtDIeRjCJbK3Lmv,0.447,0.954,8,-8.069,1,0.0751,0.403,0.298,0.331,123.453,272027,4
David Bowie,Best of Bowie,Under Pressure,5oidljiMjeJTWUGZ4TfFea,0.678,0.643,2,-9.316,1,0.0444,0,0.0708,0.534,113.46,237520,4
Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0,0.659,0.901,94.379,175173,4
John Denver,The Essential John Denver,"Take Me Home, Country Roads",5LV3AJZ7KOKCpoou8kny79,0.456,0.383,9,-9.516,1,0.0263,0,0.127,0.67,82.026,190040,4
Pink Floyd,The Wall [2011 - Remaster] (2011 Remastered Version),"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",3fuXKiEzDCs1IBnLHQ5CL0,0.694,0.394,0,-15.881,1,0.0428,0.000677,0.247,0.719,104.126,238747,4
Eiffel 65,Blue (Da Ba Dee),Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,5QRAfvKPyQpwt897Jc0glg,0.822,0.969,7,-11.471,0,0.0582,0.000153,0.39,0.765,128.007,283748,4
Smash Mouth,Astro Lounge,All Star,7ntXYU4zboGuq5ZunkrXRB,0.731,0.867,11,-5.881,1,0.032,0,0.0861,0.776,104.019,200373,4
Various Artists,Love To Love,Hooked On A Feeling,7v5IPuPlnx3fINur86ZDoB,0.547,0.696,8,-11.168,1,0.111,0,0.286,0.886,118.282,173427,4
